UniqueID,Product ID,Product Name,Reviews Text,Rating Stars 
535,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Performance 3/5Battery         1/5Camera         3/5Charging       5/5Design           5/5Gaming         3/5 All is ok but battery performance is very bad Phone is very heated  in normal use it is very disappointing to meAfter that phone is like ok ,3
536,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Really very happy with this purchase First time I'm upgrade my mobile on oneplus Nord 3 is just Awesome  Congrats oneplus team and Flipkart ,5
537,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",I am really dissatisfied with the camera performance given that it has a flagship Sony IMX890 sensor  but its really disappointing also Video performance is not goodpoor Low light performance Other phones with same camera sensor with better picture output Also Battery is not good given its large 5000 mh battery it hardly last full day with light usages hardly gives 3hrs of Screen on time only plus is clean Software hope they can fix the camera performance,3
538,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Good product ,5
539,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Camera performance mind blowing ,5
540,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)","Good For Normal UsageCamera: Take good photos, portrait mode good but doesn't zoom Not recommended for videography, too much over sharpeningBattery: Okay, 67 Hours SOT Charging Time  35 to 40 MinutesStorage: System takes about 20GB, 100GB free available space Go for 256GB varient if you canUser experience: Good user experience no lags in normal usage",5
541,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Wonderful camera  ,5
542,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Good OnePlus nord3 5g olit,5
543,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Enough for me ,5
544,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",I got it at 20kfor that price it is the best all rounder phone especially performanceCamera and battery backup is average (try to use gcam)otherwise all are pretty good ,4
545,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Camera is goodBatteryDisplay Performance,4
546,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Review after 1 monthBattery quite good but when using and game like pubg COD it's so heatedCamera 8/10Battery 8/10Performance 07/10 heating issueLook wise 09/10Map continue 06/10 battery draining fastNetflix 07/10 battery draining fast,4
547,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Good product,4
548,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Camera  8/10Battery 7/10Performance  9/10Display  9/10This a excellent choice for gamers,4
549,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Very good phone but battery backup is not good,5
550,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)","Battery is goodSOT upto 7 hours with normal usecamera, display, performance is also goodIf you get it around 2025k it's the best on segmentnone can beat it",5
551,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Display topnotch Design superbPerformance awesome Camera is good and decent Battery: drains fast due to high performance and display quality :),5
552,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Worth it Camera is absolutely fantasticProcess is amazingDisplay is outstandingTotally worth it to spend money on thisJust a little fast battery drainage compared to others but it is nothing because it has 80W fast charging Go for it ,5
553,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Worth the moneyNice phoneBattery draining issueUpdate may fix the issues,5
554,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Nice,5
555,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Superb qualityBattery backup 5Performance Camera  wow,5
556,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)","Phone is look gooddesign,camera, display all goodbattery drain fastly",5
557,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Excellent performance,5
558,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Awesome,5
559,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)","This phone is very goodBut i am giving it 3 stars because of its batteryI am not satisfied with the batteryI also downloaded some updates but it didn't improve the battery performanceI hope OnePlus will optimise the battery usage in future updatesOther than battery, the phone is goodIt heats but it is not a big issue for meIf you are getting this in 20k something, you can definitely buy this if battery is not a big issue for you because this phone comes with 80w fast charger and",3
560,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)","Product camera and everything  are awesomeBut his battery backup is too rough, I observed without any use in standby I loss 28 charge in 8 hourFinally Normally uses of this fone total battery backup is 6 to 7 hours onlyWhen I use fone continue from 95  to 15  only in 4 hour 16 minutes",3
561,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Awesome product,5
562,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Amazing camera,5
563,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",I like the design and experience this not an heavy device but you can go for under 30k,5
564,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",It is the best smartphone for everyone who is looking for an all rounder phone under 25kI was worried about its reviews about heating and battery drain but in my device there is no such problem Yeah this device slightly heats up while gaming or heavy tasks but it is normal these daysOverall a good value for money smartphone,4
565,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Nice ,5
566,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)","This phone is good but the price is too high, the camera quality would be better, the battery is good But I want to inform everyone that there are better phones available at this price",4
567,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Mobile is very good But battery  is drin justBut havy gaming phoneDesign is good back side,5
568,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Camera is good,5
569,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",The only draw back is battery  It is draining very fast Otherwise the device is very good,4
570,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",All things are goodexcept cameraHaptic is the best in class and implementation are done so well throughout the UIDisplay is best in classSound quality is very good though top speaker is sounding tinyCamera is average Battery is awesome after updates,4
571,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",No doubt camera and performance is preety good but it have heating issues ,4
572,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Great smartphone,4
573,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)","Very nice mobile, but average cameras",4
574,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)","Amazing photo Quality, Display Screen is Wow  Overall Mobile Is Good",4
575,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",All are ok but battery so drain to fast ,4
576,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Very good phone ,4
577,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",A most powerful phone,4
578,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Good product,4
579,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Battery drain very first and heating problem,3
580,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)","The Camera is Great, in both day and night The pictures are sharp and clear The front camera is good but isn't color accurate all the time The software is good, even the 120hz screen is very huge and colors are very accurate The network connectivity is good, for Airtel 5G The battery department is average and gives 15 days backup on full charge with moderate usage The best value part is the processor, I mean who will give you Dimensity 9000 in 21 K phone This processor will easily bea",5
581,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",This device need software update to improve or fix performance gaming time ( Bgmi fps ),5
582,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)","The Mobile is awesome and it is work very wellSome says there are heating issue and battery life problems in it but from my personal experience in last 15 days I do not felt thatFirst about heating issue then it is there when you use phone in extreme conditions like in surrounding having temperature more than 3538 degree Celsius or it gets heat if you continuously used some heavy apps like camera, video shooting or heavy games for more than 152 hours which normally we don't doIf you ",5
583,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Nice pic,5
584,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Camera superbAnd performs good,5
585,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Good phone in this price range,5
586,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Amazing camera,5
587,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)","Look is oldbattery  performance is very bad, camera is bad",5
588,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Oneplus nord 3 is a very good powerful processor and Very good quality phone display 10/10 Thank you you oneplus ,5
589,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Very nice camera is good  value for money Thanks Flipkart Really Thanks  ,5
590,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Superb Nothing phone is awesome but not for BGMI because Graphic setting extreme but fps is 55/57/59,5
591,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Excellent mobile performance and good camera ,4
592,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Battery issue,3
593,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Good productsCamera is osmBattery back is not satisfactionOverall Best mobile should be one plus node3 near about 25k,5
594,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Good looking nice phone,5
595,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Oneplus Nord 3 5G  average phone,5
596,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Best phone,5
597,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Proserser is very fast but camra issu,3
598,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Phone is very goodbut battery is not good,4
599,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Nice camera,3
600,MOBGRK2VXCKBADB5,"OnePlus Nord 3 5G (Tempest Gray, 128 GB)  (8 GB RAM)",Nice performance this mobile Nord 3,5
